Lat, Lon, days_out, MaxT, MinT 
39.10973 -94.444672 2 20.03 9.72
39.10973 -94.444672 3 19.16 7.5
39.10973 -94.444672 4 21.55 13.07
39.10973 -94.444672 5 22.17 11.46
39.10973 -94.444672 6 23.33 11.07
39.10973 -94.444672 7 18.28 4.38
33.128181 -91.961243 0 27.23 19.57
33.128181 -91.961243 1 20.27 18.52
33.128181 -91.961243 2 23.27 16.02
33.128181 -91.961243 3 20.36 16.95
33.128181 -91.961243 4 23.08 18.17
33.128181 -91.961243 5 23.12 16.11
33.128181 -91.961243 6 23.33 17.31
33.128181 -91.961243 7 25.28 17.21
39.936169 -84.02549 0 17.07 7.73
39.936169 -84.02549 1 16.46 7
39.936169 -84.02549 2 16.19 5.37
39.936169 -84.02549 3 14.2 5.43
39.936169 -84.02549 4 18.85 8.62
39.936169 -84.02549 5 17.92 7.67
39.936169 -84.02549 6 16.68 6.72
39.936169 -84.02549 7 14.11 3.58
41.42783 -85.752487 0 11.59 5.56
41.42783 -85.752487 1 11.73 4.88
41.42783 -85.752487 2 10.75 3.68
41.42783 -85.752487 3 10 3.68
41.42783 -85.752487 4 16.45 7.57
41.42783 -85.752487 5 15.12 6.32
41.42783 -85.752487 6 15.66 5.63
41.42783 -85.752487 7 11.71 1.81
38.317268 -88.903122 0 19.01 6.88
38.317268 -88.903122 1 19.09 6.85
38.317268 -88.903122 2 20.4 7.67
38.317268 -88.903122 3 18.91 6.28
38.317268 -88.903122 4 21.43 10.86
38.317268 -88.903122 5 20.97 11.87
38.317268 -88.903122 6 20.48 13.47
38.317268 -88.903122 7 21.16 7.03
42.080662 -70.9356 0 21.21 15.28
42.080662 -70.9356 1 17.52 8.98
42.080662 -70.9356 2 14.55 5.33
42.080662 -70.9356 3 14.55 5.33
42.080662 -70.9356 4 13.85 6.82
42.080662 -70.9356 5 15.97 10.62
42.080662 -70.9356 6 12.18 7.36
42.080662 -70.9356 7 7.78 1.89
39.209 -76.066612 0 22.08 11.43
39.209 -76.066612 1 23.69 8.95
39.209 -76.066612 2 23.76 9.41
39.209 -76.066612 3 23.16 8.3
39.209 -76.066612 4 17.95 11.93
39.209 -76.066612 5 22.12 13.96
39.209 -76.066612 6 13.68 7.33
39.209 -76.066612 7 15.53 9.24
43.974781 -75.910759 0 9.25 2.91
43.974781 -75.910759 1 18.12 8.06
43.974781 -75.910759 2 15.41 7.48
43.974781 -75.910759 3 14.8 7.48
43.974781 -75.910759 4 16.7 8.21
43.974781 -75.910759 5 10.82 7.42
43.974781 -75.910759 6 9.68 2.21
43.974781 -75.910759 7 8.93 2.09
44.903301 -93.566353 0 15 6.53
44.903301 -93.566353 1 13.14 2.31
44.903301 -93.566353 2 13.91 3.24
44.903301 -93.566353 3 13.96 3.35
44.903301 -93.566353 4 14.79 5.38
44.903301 -93.566353 5 15.07 4.01
44.903301 -93.566353 6 16.78 12.02
44.903301 -93.566353 7 14.21 1.31
42.251202 -73.780128 0 18.89 13.45
42.251202 -73.780128 1 21.39 9.02
42.251202 -73.780128 2 18.42 8.66
42.251202 -73.780128 3 17.55 7.28
42.251202 -73.780128 4 19.1 9.43
42.251202 -73.780128 5 19.07 11.87
42.251202 -73.780128 6 13.93 6.81
42.251202 -73.780128 7 11.98 1.94
38.339642 -122.701103 0 14.16 9.81
38.339642 -122.701103 1 14.4 9.82
38.339642 -122.701103 2 14.21 9.05
38.339642 -122.701103 3 13.36 9.16
38.339642 -122.701103 4 12.24 10.73
38.339642 -122.701103 5 11.78 10.66
38.339642 -122.701103 6 13.38 10.57
38.339642 -122.701103 7 11.78 10.66
37.42411 -122.166077 0 18.66 10.93
37.42411 -122.166077 1 15.85 8.33
37.42411 -122.166077 2 14.86 6.3
37.42411 -122.166077 3 12.81 6.31
37.42411 -122.166077 4 12.59 9.92
37.42411 -122.166077 5 14.27 11.06
37.42411 -122.166077 6 14.38 10.42
37.42411 -122.166077 7 12.81 10.01
33.014568 -97.096962 0 29.62 18.51
33.014568 -97.096962 1 25.86 17.6
33.014568 -97.096962 2 24.7 16.47
33.014568 -97.096962 3 24.36 16.48
33.014568 -97.096962 4 24.79 16.08
33.014568 -97.096962 5 26.62 17.97
33.014568 -97.096962 6 28.33 16.53
33.014568 -97.096962 7 25.51 18.36
40.95256 -83.382423 0 11.61 5.22
40.95256 -83.382423 1 16.02 6.67
40.95256 -83.382423 2 14.03 5.47
40.95256 -83.382423 3 12.5 4.23
40.95256 -83.382423 4 17.6 9.17
40.95256 -83.382423 5 12.41 4.63
40.95256 -83.382423 6 12.41 4.63
40.95256 -83.382423 7 10.48 2.74
34.716 -77.320236 0 26.38 21.03
34.716 -77.320236 1 25.03 13.06
34.716 -77.320236 2 23.35 11.23
34.716 -77.320236 3 22.46 9.8
34.716 -77.320236 4 24.45 14.23
34.716 -77.320236 5 17.68 10.46
34.716 -77.320236 6 25.18 17.71
34.716 -77.320236 7 26.33 15.99
29.42412 -98.493629 0 30.47 20.58
29.42412 -98.493629 1 29.66 18.74
29.42412 -98.493629 2 29.81 18.87
29.42412 -98.493629 3 26.31 17.08
29.42412 -98.493629 4 32.24 18.63
29.42412 -98.493629 5 31.27 19.21
29.42412 -98.493629 6 32.98 20.97
29.42412 -98.493629 7 26.01 18.86
29.665779 -95.019371 0 31.62 22.12
29.665779 -95.019371 1 29.26 18.25
29.665779 -95.019371 2 29.76 18.76
29.665779 -95.019371 3 29.21 18.2
29.665779 -95.019371 4 27.75 18.58
29.665779 -95.019371 5 26.43 16.48
29.665779 -95.019371 6 26.43 16.48
29.665779 -95.019371 7 26.43 18.96
43.264519 -123.303307 0 13.41 7.91
43.264519 -123.303307 1 11.66 6.16
43.264519 -123.303307 2 8.89 3.95
43.264519 -123.303307 3 8.66 3.57
43.264519 -123.303307 4 7.64 3.67
43.264519 -123.303307 5 6.02 3.41
43.264519 -123.303307 6 9.71 5.13
43.264519 -123.303307 7 6.01 2.09
40.399551 -74.035423 0 22.45 20.49
40.399551 -74.035423 1 13.8 12.18
40.399551 -74.035423 2 11.06 6.87
40.399551 -74.035423 3 8.43 6.98
40.399551 -74.035423 4 13.25 9.63
40.399551 -74.035423 5 15.42 10.61
40.399551 -74.035423 6 10.38 6.53
40.399551 -74.035423 7 12.83 8.04
39.12323 -122.848328 0 14.38 6.96
39.12323 -122.848328 1 15.1 7.77
39.12323 -122.848328 2 13.05 5.7
39.12323 -122.848328 3 12.86 5.76
39.12323 -122.848328 4 11.94 7.58
39.12323 -122.848328 5 14.27 7.97
39.12323 -122.848328 6 14.78 7.72
39.12323 -122.848328 7 9.93 5.98
42.273369 -83.134369 0 11.2 5.57
42.273369 -83.134369 1 17.16 8.93
42.273369 -83.134369 2 12 5.02
42.273369 -83.134369 3 10.45 3.98
42.273369 -83.134369 4 14.7 7.97
42.273369 -83.134369 5 13.27 7.67
42.273369 -83.134369 6 10.33 4.22
42.273369 -83.134369 7 9.01 3.51
43.11274 -94.683037 0 17.89 12.58
43.11274 -94.683037 1 17.72 9.15
43.11274 -94.683037 2 13.59 5.47
43.11274 -94.683037 3 15.36 6.15
43.11274 -94.683037 4 18.99 7.58
43.11274 -94.683037 5 18.52 6.51
43.11274 -94.683037 6 19.73 12.62
43.11274 -94.683037 7 14.93 5.78
33.587059 -84.542427 0 18.8 12.27
33.587059 -84.542427 1 24.82 12.91
33.587059 -84.542427 2 25.31 13.61
33.587059 -84.542427 3 24.9 13
33.587059 -84.542427 4 25.3 14.42
33.587059 -84.542427 5 19.28 3.83
33.587059 -84.542427 6 21.93 16.11
33.587059 -84.542427 7 24.73 12.06
40.25729 -79.99588 0 18.54 9.09
40.25729 -79.99588 1 18.33 8.68
40.25729 -79.99588 2 18.24 9.52
40.25729 -79.99588 3 16.06 6.98
40.25729 -79.99588 4 20.7 10.82
40.25729 -79.99588 5 15.07 9.27
40.25729 -79.99588 6 18.08 7.92
40.25729 -79.99588 7 13.28 4.51
40.63205 -73.712631 0 23.94 19.23
40.63205 -73.712631 1 19.05 7.46
40.63205 -73.712631 2 18.28 3.87
40.63205 -73.712631 3 17.55 5.58
40.63205 -73.712631 4 17.7 9.37
40.63205 -73.712631 5 13.33 5.63
40.63205 -73.712631 6 13.33 5.63
40.63205 -73.712631 7 13.33 5.63
29.93298 -89.949791 0 22.67 18.82
29.93298 -89.949791 1 24.66 15.94
29.93298 -89.949791 2 24.28 16.54
29.93298 -89.949791 3 24.66 15.95
29.93298 -89.949791 4 25.98 17.57
29.93298 -89.949791 5 23.03 17.53
29.93298 -89.949791 6 25.58 21.07
29.93298 -89.949791 7 23.03 17.53
40.465382 -74.330429 0 21.3 18.9
40.465382 -74.330429 1 13.06 11.72
40.465382 -74.330429 2 11.06 6.87
40.465382 -74.330429 3 8.43 6.98
40.465382 -74.330429 4 13.25 9.63
40.465382 -74.330429 5 15.42 10.61
40.465382 -74.330429 6 12.18 8.61
40.465382 -74.330429 7 12.83 8.04
40.241749 -77.176933 0 17.72 8.03
40.241749 -77.176933 1 21.39 10.72
40.241749 -77.176933 2 19.7 9.19
40.241749 -77.176933 3 19.1 8.35
40.241749 -77.176933 4 21.7 12.27
40.241749 -77.176933 5 13.68 4.38
40.241749 -77.176933 6 13.68 4.38
40.241749 -77.176933 7 15.38 7.19
41.73867 -80.769814 0 9.04 5.69
41.73867 -80.769814 1 14.22 7.9
41.73867 -80.769814 2 8.36 2.62
41.73867 -80.769814 3 4.7 2.18
41.73867 -80.769814 4 6.38 3.51
41.73867 -80.769814 5 6.18 2.38
41.73867 -80.769814 6 7.98 3.32
41.73867 -80.769814 7 6.18 2.38
39.191101 -106.817543 0 13 4.94
39.191101 -106.817543 1 13.05 -2.31
39.191101 -106.817543 2 11.04 -4.33
39.191101 -106.817543 3 10.05 -5.8
39.191101 -106.817543 4 11.1 -5.27
39.191101 -106.817543 5 9.37 1.07
39.191101 -106.817543 6 10.03 -1.37
39.191101 -106.817543 7 6.28 -2.54
44.2859 -69.790878 0 15.39 8.67
44.2859 -69.790878 1 13.3 1.22
44.2859 -69.790878 2 15.71 6.97
44.2859 -69.790878 3 13.8 1.83
44.2859 -69.790878 4 12.45 4.72
44.2859 -69.790878 5 11.23 5.13
44.2859 -69.790878 6 11.73 6.01
44.2859 -69.790878 7 5.48 -1.61
36.9394 -121.781128 0 18.66 10.93
36.9394 -121.781128 1 16.44 8.48
36.9394 -121.781128 2 14.53 6.3
36.9394 -121.781128 3 12.81 6.31
36.9394 -121.781128 4 12.59 9.92
36.9394 -121.781128 5 14.27 11.06
36.9394 -121.781128 6 14.38 10.42
36.9394 -121.781128 7 12.43 9.28
28.948879 -81.298668 0 26.55 23.7
28.948879 -81.298668 1 23.25 19.86
28.948879 -81.298668 2 21.93 18.38
28.948879 -81.298668 3 21.86 18.25
28.948879 -81.298668 4 24.1 18.97
28.948879 -81.298668 5 21.83 14.91
28.948879 -81.298668 6 25.53 19.97
28.948879 -81.298668 7 25.18 18.51
61.747219 -150.037506 0 14.58 0.74
61.747219 -150.037506 1 9.9 -2.3
61.747219 -150.037506 2 8.32 -5.79
61.747219 -150.037506 3 8.48 -3.29
61.747219 -150.037506 4 8.61 -2.95
61.747219 -150.037506 5 4.27 -0.84
61.747219 -150.037506 6 8.33 -3.14
61.747219 -150.037506 7 2.16 -1.65
41.317871 -73.846252 0 19.41 15.36
41.317871 -73.846252 1 19.05 7.46
41.317871 -73.846252 2 17.55 5.58
41.317871 -73.846252 3 17.55 5.58
41.317871 -73.846252 4 17.7 9.37
41.317871 -73.846252 5 13.33 5.63
41.317871 -73.846252 6 13.33 5.63
41.317871 -73.846252 7 14.58 5.64
42.363628 -87.844788 0 13.93 9.36
42.363628 -87.844788 1 11.65 6.9
42.363628 -87.844788 2 10.38 3.78
42.363628 -87.844788 3 8.51 3.78
42.363628 -87.844788 4 15 5.62
42.363628 -87.844788 5 13.17 5.02
42.363628 -87.844788 6 14.78 5.61
42.363628 -87.844788 7 14.78 5.61
41.237282 -82.119873 0 12.64 5.33
41.237282 -82.119873 1 14.87 6.71
41.237282 -82.119873 2 13.98 5.28
41.237282 -82.119873 3 12.96 5.28
41.237282 -82.119873 4 15.63 8.36
41.237282 -82.119873 5 17.42 7.87
41.237282 -82.119873 6 15.53 4.07
41.237282 -82.119873 7 10.53 0.24
47.69355 -114.16317 0 11.66 0.21
47.69355 -114.16317 1 16.01 6.87
47.69355 -114.16317 2 11.74 2.02
47.69355 -114.16317 3 13.16 3.95
47.69355 -114.16317 4 14.1 2.48
47.69355 -114.16317 5 10.08 1.23
47.69355 -114.16317 6 7.78 2.92
47.69355 -114.16317 7 13.53 4.61
39.87756 -84.30217 0 17.07 7.73
39.87756 -84.30217 1 16.46 7
39.87756 -84.30217 2 14.91 5.43
39.87756 -84.30217 3 14.2 5.43
39.87756 -84.30217 4 18.85 8.62
39.87756 -84.30217 5 17.92 7.67
39.87756 -84.30217 6 16.68 6.72
39.87756 -84.30217 7 14.11 3.58
39.87812 -83.936882 0 16.55 5.25
39.87812 -83.936882 1 16.46 7
39.87812 -83.936882 2 16.19 5.37
39.87812 -83.936882 3 14.2 5.43
39.87812 -83.936882 4 18.85 8.62
39.87812 -83.936882 5 17.92 7.67
39.87812 -83.936882 6 16.68 6.72
39.87812 -83.936882 7 12.48 4.36
41.013889 -93.306602 0 17.55 10.02
41.013889 -93.306602 1 17.74 9.84
41.013889 -93.306602 2 16.45 8.43
41.013889 -93.306602 3 15.66 7.25
41.013889 -93.306602 4 18.53 8.82
41.013889 -93.306602 5 18.82 10.56
41.013889 -93.306602 6 20.68 9.72
41.013889 -93.306602 7 18.38 2.28
40.747318 -73.169838 0 17.19 11.2
40.747318 -73.169838 1 15.74 5.75
40.747318 -73.169838 2 13.42 4.48
40.747318 -73.169838 3 13.55 4.68
40.747318 -73.169838 4 13 7.72
40.747318 -73.169838 5 14.57 10.22
40.747318 -73.169838 6 12.33 7.82
40.747318 -73.169838 7 12.63 6.64
38.88456 -75.827164 0 22.08 11.43
38.88456 -75.827164 1 24.67 9.88
38.88456 -75.827164 2 23.76 9.41
38.88456 -75.827164 3 23.16 8.3
38.88456 -75.827164 4 17.95 11.93
38.88456 -75.827164 5 22.12 13.96
38.88456 -75.827164 6 13.68 7.33
38.88456 -75.827164 7 15.53 9.24
40.87149 -73.456787 0 16.07 11.03
40.87149 -73.456787 1 15.74 5.75
40.87149 -73.456787 2 13.56 4.69
40.87149 -73.456787 3 13.55 4.68
40.87149 -73.456787 4 13 7.72
40.87149 -73.456787 5 10.18 6.08
40.87149 -73.456787 6 12.33 7.82
40.87149 -73.456787 7 12.63 6.64
42.362598 -71.36145 0 18.88 13.15
42.362598 -71.36145 1 16.98 7.35
42.362598 -71.36145 2 14.78 6.16
42.362598 -71.36145 3 14.55 5.33
42.362598 -71.36145 4 15.7 5.11
42.362598 -71.36145 5 15.97 10.62
42.362598 -71.36145 6 11.08 6.38
42.362598 -71.36145 7 11.08 6.38
40.00845 -74.996841 0 19.79 12.35
40.00845 -74.996841 1 23.54 7.7
40.00845 -74.996841 2 20.27 3.47
40.00845 -74.996841 3 20.16 3.23
40.00845 -74.996841 4 21.75 12.03
40.00845 -74.996841 5 24.07 13.17
40.00845 -74.996841 6 18.58 9.41
40.00845 -74.996841 7 16.38 7.84
32.450191 -80.784828 0 30.71 22.85
32.450191 -80.784828 1 28.45 14.84
32.450191 -80.784828 2 27.08 15.39
32.450191 -80.784828 3 26.36 11.75
32.450191 -80.784828 4 26.83 14.27
32.450191 -80.784828 5 22.02 19.06
32.450191 -80.784828 6 22.33 17.42
32.450191 -80.784828 7 18.68 13.73
30.41131 -92.068451 0 26.93 22.87
30.41131 -92.068451 1 26.57 15.89
30.41131 -92.068451 2 25.5 16.58
30.41131 -92.068451 3 24.61 16.85
30.41131 -92.068451 4 25.35 17.83
30.41131 -92.068451 5 24.62 19.81
30.41131 -92.068451 6 24.03 15.28
30.41131 -92.068451 7 25.43 18.11
39.577709 -104.829399 0 28.12 16.17
39.577709 -104.829399 1 24.19 5.76
39.577709 -104.829399 2 23.44 5.86
39.577709 -104.829399 3 22.61 3.8
39.577709 -104.829399 4 19.3 3.18
39.577709 -104.829399 5 19.97 8.46
39.577709 -104.829399 6 19.28 7.01
39.577709 -104.829399 7 16.36 0.76
40.233841 -111.658531 0 22.04 14.78
40.233841 -111.658531 1 22.04 14.25
40.233841 -111.658531 2 17.74 2.77
40.233841 -111.658531 3 18.36 11.68
40.233841 -111.658531 4 15.75 12.95
40.233841 -111.658531 5 16.52 3.47
40.233841 -111.658531 6 8.48 5.06
40.233841 -111.658531 7 19.16 5.16
45.646961 -84.47448 0 3 -1.76
45.646961 -84.47448 1 7.35 -0.15
45.646961 -84.47448 2 6.93 -0.33
45.646961 -84.47448 3 4.8 -0.32
45.646961 -84.47448 4 5.73 0.66
45.646961 -84.47448 5 5.17 2.11
45.646961 -84.47448 6 5.58 0.07
45.646961 -84.47448 7 3.48 2.21
38.95171 -92.334068 0 21.02 9.56
38.95171 -92.334068 1 21.03 8.7
38.95171 -92.334068 2 19.32 7.23
38.95171 -92.334068 3 19.01 7.23
38.95171 -92.334068 4 21.75 12.37
38.95171 -92.334068 5 21.72 11.26
38.95171 -92.334068 6 22.33 10.22
38.95171 -92.334068 7 21.68 9.53
36.229229 -91.764313 0 23.16 11.92
36.229229 -91.764313 1 22.81 11.33
36.229229 -91.764313 2 23.3 11.33
36.229229 -91.764313 3 22.81 11.33
36.229229 -91.764313 4 24.5 14.77
36.229229 -91.764313 5 24.31 9.98
36.229229 -91.764313 6 22.08 15.12
36.229229 -91.764313 7 24.31 9.98
42.97086 -82.424911 0 6.87 -1.32
42.97086 -82.424911 1 14.67 4.52
42.97086 -82.424911 2 11.06 3.57
42.97086 -82.424911 3 11 1.98
42.97086 -82.424911 4 12.85 4.72
42.97086 -82.424911 5 13.42 4.52
42.97086 -82.424911 6 10.83 1.72
42.97086 -82.424911 7 8.38 3.23
35.622459 -117.670898 0 19.5 5.48
35.622459 -117.670898 1 19.5 4.95
35.622459 -117.670898 2 19.42 4.12
35.622459 -117.670898 3 19.5 4.95
35.622459 -117.670898 4 13.35 2.63
35.622459 -117.670898 5 17.02 1.21
35.622459 -117.670898 6 14.08 -1.78
35.622459 -117.670898 7 17.83 4.98
33.67955 -84.439369 0 20.36 13.74
33.67955 -84.439369 1 24.55 14
33.67955 -84.439369 2 25.86 13.59
33.67955 -84.439369 3 25.8 13.6
33.67955 -84.439369 4 24.35 13.28
33.67955 -84.439369 5 18.73 4.98
33.67955 -84.439369 6 23.08 16.66
33.67955 -84.439369 7 18.73 4.98
34.06065 -86.767502 0 23.24 18.27
34.06065 -86.767502 1 20.71 14.76
34.06065 -86.767502 2 24.26 16.25
34.06065 -86.767502 3 20 13.95
34.06065 -86.767502 4 22.05 14.23
34.06065 -86.767502 5 22.67 13.86
34.06065 -86.767502 6 20.58 5.13
34.06065 -86.767502 7 25.53 12.76
30.86017 -100.600929 0 31.03 20.91
30.86017 -100.600929 1 30.77 18.13
30.86017 -100.600929 2 25.37 12.26
30.86017 -100.600929 3 25.76 13.05
30.86017 -100.600929 4 27.79 14.73
30.86017 -100.600929 5 29.27 13.11
30.86017 -100.600929 6 25.71 10.28
30.86017 -100.600929 7 20.86 16.21
42.408428 -71.053658 0 21.21 15.28
42.408428 -71.053658 1 17.66 8.19
42.408428 -71.053658 2 14.45 5.61
42.408428 -71.053658 3 14.55 5.33
42.408428 -71.053658 4 15.7 5.11
42.408428 -71.053658 5 15.97 10.62
42.408428 -71.053658 6 12.18 7.36
42.408428 -71.053658 7 7.78 1.89
41.710651 -72.20813 0 20.64 14.67
41.710651 -72.20813 1 18.26 8.29
41.710651 -72.20813 2 17.01 7.1
41.710651 -72.20813 3 16.55 6.18
41.710651 -72.20813 4 19.1 5.06
41.710651 -72.20813 5 20.67 12.87
41.710651 -72.20813 6 15.08 6.01
41.710651 -72.20813 7 13.93 6.13
32.36042 -97.675583 0 28.6 17.92
32.36042 -97.675583 1 25.72 14.51
32.36042 -97.675583 2 24.59 13.83
32.36042 -97.675583 3 24.81 13.83
32.36042 -97.675583 4 24.89 16.98
32.36042 -97.675583 5 27.07 17.11
32.36042 -97.675583 6 30.08 14.97
32.36042 -97.675583 7 27.43 14.48
42.487492 -96.48642 0 18.41 13.58
42.487492 -96.48642 1 19.81 5.69
42.487492 -96.48642 2 18.41 4.8
42.487492 -96.48642 3 18.41 4.8
42.487492 -96.48642 4 22.29 10.58
42.487492 -96.48642 5 19.73 5.38
42.487492 -96.48642 6 20.88 11.42
42.487492 -96.48642 7 19.73 5.38
37.648548 -118.972076 0 8.8 -3.23
37.648548 -118.972076 1 8.59 -3.57
37.648548 -118.972076 2 8.66 -2.68
37.648548 -118.972076 3 9.95 -2.22
37.648548 -118.972076 4 6.88 -1.14
37.648548 -118.972076 5 8.82 -0.83
37.648548 -118.972076 6 10.93 -0.57
37.648548 -118.972076 7 9.83 -1.46
44.260059 -72.575394 0 16.05 8.81
44.260059 -72.575394 1 21.77 11.93
44.260059 -72.575394 2 17.26 9.6
44.260059 -72.575394 3 17.05 9.53
44.260059 -72.575394 4 13.7 6.73
44.260059 -72.575394 5 14.12 8.47
44.260059 -72.575394 6 11.08 2.23
44.260059 -72.575394 7 5.68 -1.31
46.973431 -123.69239 0 11.88 7.77
46.973431 -123.69239 1 6.92 2.95
46.973431 -123.69239 2 8.21 4.3
46.973431 -123.69239 3 9.31 2.52
46.973431 -123.69239 4 6.36 3.9
46.973431 -123.69239 5 9.07 7.41
46.973431 -123.69239 6 11.18 6.77
46.973431 -123.69239 7 10.01 6.61
26.21286 -80.249771 0 27.34 26.63
26.21286 -80.249771 1 26.44 26.22
26.21286 -80.249771 2 25.67 24.32
26.21286 -80.249771 3 24.98 24.2
26.21286 -80.249771 4 25.76 23.21
26.21286 -80.249771 5 24.58 21.78
26.21286 -80.249771 6 26.38 23.77
26.21286 -80.249771 7 26.18 23.31
40.543159 -74.363197 0 19.41 15.36
40.543159 -74.363197 1 20.21 5.27
40.543159 -74.363197 2 17.55 5.58
40.543159 -74.363197 3 17.55 5.58
40.543159 -74.363197 4 17.7 9.37
40.543159 -74.363197 5 13.33 5.63
40.543159 -74.363197 6 13.33 5.63
40.543159 -74.363197 7 14.58 5.64
39.405941 -76.760529 0 20.01 10.2
39.405941 -76.760529 1 25.71 13.69
39.405941 -76.760529 2 23.89 10.63
39.405941 -76.760529 3 22.36 9.15
39.405941 -76.760529 4 21.2 11.18
39.405941 -76.760529 5 24.07 13.11
39.405941 -76.760529 6 17.83 10.06
39.405941 -76.760529 7 16.88 7.19
34.689308 -80.786179 0 29.53 19.57
34.689308 -80.786179 1 26.38 13.62
34.689308 -80.786179 2 25.33 12.58
34.689308 -80.786179 3 24.8 11.8
34.689308 -80.786179 4 25.75 12.82
34.689308 -80.786179 5 20.52 15.01
34.689308 -80.786179 6 17.38 7.88
34.689308 -80.786179 7 25.13 15.94
41.299179 -91.69294 0 18.7 11.44
41.299179 -91.69294 1 14.15 6.57
41.299179 -91.69294 2 15.9 8.43
41.299179 -91.69294 3 15.16 7.28
41.299179 -91.69294 4 17.63 8.61
41.299179 -91.69294 5 17.03 1.88
41.299179 -91.69294 6 20.48 9.02
41.299179 -91.69294 7 16.01 7.36
40.774448 -97.050591 0 21.57 15.68
40.774448 -97.050591 1 22.38 9.68
40.774448 -97.050591 2 19.15 6.84
40.774448 -97.050591 3 19.88 6.35
40.774448 -97.050591 4 22.88 7.07
40.774448 -97.050591 5 19.76 9.48
40.774448 -97.050591 6 19.76 9.48
40.774448 -97.050591 7 19.76 9.48
42.812519 -86.018646 0 8.05 0.12
42.812519 -86.018646 1 7.47 -0.85
42.812519 -86.018646 2 10.95 1.22
42.812519 -86.018646 3 10.7 1.38
42.812519 -86.018646 4 11.65 4.17
42.812519 -86.018646 5 9.02 3.42
42.812519 -86.018646 6 8.41 4.48
42.812519 -86.018646 7 9.13 -0.24
29.187201 -82.140091 0 29.05 19.83
29.187201 -82.140091 1 25.83 13.06
29.187201 -82.140091 2 27.27 15.76
29.187201 -82.140091 3 27.06 14.6
29.187201 -82.140091 4 26.6 17.73
29.187201 -82.140091 5 23.28 10.58
29.187201 -82.140091 6 23.28 10.58
29.187201 -82.140091 7 27.83 17.16
28.5075 -82.170357 0 29.05 19.83
28.5075 -82.170357 1 25.83 13.06
28.5075 -82.170357 2 27.27 15.76
28.5075 -82.170357 3 27.06 14.6
28.5075 -82.170357 4 27.88 15.62
28.5075 -82.170357 5 26.17 19.16
28.5075 -82.170357 6 28.23 18.72
28.5075 -82.170357 7 27.83 17.16
33.267071 -93.239326 0 27.87 18.74
33.267071 -93.239326 1 23.91 18.81
33.267071 -93.239326 2 22.06 16.88
33.267071 -93.239326 3 22.06 16.88
33.267071 -93.239326 4 22.18 16.61
33.267071 -93.239326 5 22.02 17.06
33.267071 -93.239326 6 24.33 19.42
33.267071 -93.239326 7 22.71 18.79
39.394272 -76.523582 0 20.45 11.22
39.394272 -76.523582 1 25.71 13.69
39.394272 -76.523582 2 24.08 10.98
39.394272 -76.523582 3 22.36 9.15
39.394272 -76.523582 4 21.2 11.18
39.394272 -76.523582 5 24.07 13.11
39.394272 -76.523582 6 17.83 10.06
39.394272 -76.523582 7 16.88 7.19
43.060841 -88.403709 0 12.21 8.17
43.060841 -88.403709 1 10.17 5.73
43.060841 -88.403709 2 8.9 1.62
43.060841 -88.403709 3 5.16 2.18
43.060841 -88.403709 4 12.45 4.37
43.060841 -88.403709 5 12.68 4.06
43.060841 -88.403709 6 10.73 2.97
43.060841 -88.403709 7 8.58 0.01
39.145939 -77.416931 0 19.73 9.99
39.145939 -77.416931 1 25.71 13.69
39.145939 -77.416931 2 23.89 10.63
39.145939 -77.416931 3 22.36 9.15
39.145939 -77.416931 4 23.58 9.57
39.145939 -77.416931 5 24.07 13.11
39.145939 -77.416931 6 17.83 10.06
39.145939 -77.416931 7 16.88 7.19
40.539532 -76.960808 0 15.17 8.37
40.539532 -76.960808 1 21.45 8.11
40.539532 -76.960808 2 14.76 6.23
40.539532 -76.960808 3 13.32 6.23
40.539532 -76.960808 4 16.65 7.56
40.539532 -76.960808 5 15.22 10.77
40.539532 -76.960808 6 15.73 6.92
40.539532 -76.960808 7 13.38 5.86
38.763229 -121.163841 0 11.19 2.93
38.763229 -121.163841 1 6.92 2.62
38.763229 -121.163841 2 5.17 -1.75
38.763229 -121.163841 3 3.81 0.71
38.763229 -121.163841 4 8.74 5.67
38.763229 -121.163841 5 13.52 6.21
38.763229 -121.163841 6 12.93 5.33
38.763229 -121.163841 7 11.78 4.49
41.985649 -73.98819 0 17.18 11.04
41.985649 -73.98819 1 20.05 10.36
41.985649 -73.98819 2 18.42 8.66
41.985649 -73.98819 3 17.55 7.28
41.985649 -73.98819 4 19.1 9.43
41.985649 -73.98819 5 19.07 11.87
41.985649 -73.98819 6 13.93 6.81
41.985649 -73.98819 7 11.98 1.94
40.779549 -74.02375 0 20.34 16.19
40.779549 -74.02375 1 20.55 5.72
40.779549 -74.02375 2 18.28 3.87
40.779549 -74.02375 3 17.55 5.58
40.779549 -74.02375 4 17.7 9.37
40.779549 -74.02375 5 19.42 13.02
40.779549 -74.02375 6 13.33 5.63
40.779549 -74.02375 7 13.33 5.63
40.733181 -124.152283 0 13.4 7.65
40.733181 -124.152283 1 10.91 2.39
40.733181 -124.152283 2 7.92 2.56
40.733181 -124.152283 3 8.76 2.56
40.733181 -124.152283 4 8.79 6.17
40.733181 -124.152283 5 10.82 6.36
40.733181 -124.152283 6 10.58 7.41
40.733181 -124.152283 7 7.16 5.64
34.938671 -104.682487 0 23.07 18.14
34.938671 -104.682487 1 19.35 3.91
34.938671 -104.682487 2 21.69 3.49
34.938671 -104.682487 3 21.21 2.65
